id,origin,destination,start_time,kind
251,0,0,62,Human
252,0,0,96,Human
253,0,0,31,Human
254,0,0,32,Human
255,0,0,43,Human
256,0,0,61,Human
257,0,0,60,Human
258,0,0,46,Human
259,0,0,42,Human
260,0,0,72,Human
261,0,0,57,Human
262,0,0,72,Human
263,0,0,46,Human
264,0,0,69,Human
265,0,0,35,Human
266,0,0,84,Human
267,0,0,43,Human
268,0,0,44,Human
269,0,0,57,Human
270,0,0,46,Human
271,0,0,39,Human
272,0,0,57,Human
273,0,0,39,Human
274,0,0,82,Human
275,0,0,38,Human
276,0,0,63,Human
277,0,0,37,Human
278,0,0,21,Human
279,0,0,11,Human
280,0,0,50,Human
281,0,0,26,Human
282,0,0,52,Human
283,0,0,36,Human
284,0,0,48,Human
285,0,0,49,Human
286,0,0,79,Human
287,0,0,46,Human
288,0,0,26,Human
289,0,0,11,Human
290,0,0,64,Human
291,0,0,51,Human
292,0,0,73,Human
293,0,0,23,Human
294,0,0,46,Human
295,0,0,36,Human
296,0,0,58,Human
297,0,0,44,Human
298,0,0,73,Human
299,0,0,42,Human
