id,origin,destination,start_time,kind
132,0,0,23,Human
133,0,0,42,Human
134,0,0,29,Human
135,0,0,52,Human
136,0,0,37,Human
137,0,0,55,Human
138,0,0,65,Human
139,0,0,38,Human
140,0,0,59,Human
141,0,0,43,Human
142,0,0,46,Human
143,0,0,44,Human
144,0,0,37,Human
145,0,0,40,Human
146,0,0,65,Human
147,0,0,67,Human
148,0,0,49,Human
149,0,0,63,Human
150,0,0,66,Human
151,0,0,60,Human
152,0,0,14,Human
153,0,0,48,Human
154,0,0,71,Human
155,0,0,55,Human
156,0,0,48,Human
157,0,0,44,Human
158,0,0,54,Human
159,0,0,43,Human
160,0,0,64,Human
161,0,0,48,Human
162,0,0,49,Human
163,0,0,57,Human
164,0,0,70,Human
165,0,0,47,Human
166,0,0,57,Human
167,0,0,45,Human
168,0,0,29,Human
169,0,0,49,Human
170,0,0,59,Human
171,0,0,55,Human
172,0,0,48,Human
173,0,0,45,Human
174,0,0,29,Human
175,0,0,47,Human
176,0,0,76,Human
177,0,0,46,Human
178,0,0,49,Human
179,0,0,73,Human
180,0,0,51,Human
181,0,0,54,Human
182,0,0,30,Human
183,0,0,63,Human
184,0,0,72,Human
185,0,0,48,Human
186,0,0,67,Human
187,0,0,66,Human
188,0,0,4,Human
189,0,0,72,Human
190,0,0,26,Human
191,0,0,57,Human
192,0,0,57,Human
193,0,0,46,Human
194,0,0,43,Human
195,0,0,43,Human
196,0,0,42,Human
197,0,0,42,Human
198,0,0,37,Human
199,0,0,48,Human
200,0,0,51,Human
201,0,0,46,Human
202,0,0,55,Human
203,0,0,36,Human
204,0,0,52,Human
205,0,0,63,Human
206,0,0,76,Human
207,0,0,28,Human
208,0,0,62,Human
209,0,0,54,Human
210,0,0,17,Human
211,0,0,39,Human
212,0,0,33,Human
213,0,0,58,Human
214,0,0,74,Human
215,0,0,70,Human
216,0,0,54,Human
217,0,0,72,Human
218,0,0,56,Human
219,0,0,53,Human
220,0,0,24,Human
221,0,0,37,Human
222,0,0,43,Human
223,0,0,37,Human
224,0,0,33,Human
225,0,0,42,Human
226,0,0,66,Human
227,0,0,57,Human
228,0,0,54,Human
229,0,0,44,Human
230,0,0,42,Human
231,0,0,49,Human
232,0,0,37,Human
233,0,0,52,Human
234,0,0,47,Human
235,0,0,44,Human
236,0,0,52,Human
237,0,0,49,Human
238,0,0,54,Human
239,0,0,34,Human
240,0,0,33,Human
241,0,0,35,Human
242,0,0,33,Human
243,0,0,70,Human
244,0,0,35,Human
245,0,0,55,Human
246,0,0,60,Human
247,0,0,72,Human
248,0,0,45,Human
249,0,0,40,Human
250,0,0,52,Human
251,0,0,78,Human
252,0,0,44,Human
253,0,0,64,Human
254,0,0,65,Human
255,0,0,30,Human
256,0,0,68,Human
257,0,0,61,Human
258,0,0,23,Human
259,0,0,65,Human
260,0,0,70,Human
261,0,0,50,Human
262,0,0,54,Human
263,0,0,61,Human
264,0,0,55,Human
265,0,0,35,Human
266,0,0,30,Human
267,0,0,37,Human
268,0,0,37,Human
269,0,0,59,Human
270,0,0,28,Human
271,0,0,35,Human
272,0,0,35,Human
273,0,0,70,Human
274,0,0,77,Human
275,0,0,57,Human
276,0,0,62,Human
277,0,0,60,Human
278,0,0,34,Human
279,0,0,38,Human
280,0,0,57,Human
281,0,0,51,Human
282,0,0,15,Human
283,0,0,33,Human
284,0,0,48,Human
285,0,0,25,Human
286,0,0,59,Human
287,0,0,59,Human
288,0,0,70,Human
289,0,0,30,Human
290,0,0,45,Human
291,0,0,62,Human
292,0,0,34,Human
293,0,0,49,Human
294,0,0,37,Human
295,0,0,48,Human
296,0,0,28,Human
297,0,0,49,Human
298,0,0,74,Human
299,0,0,68,Human
