id,origin,destination,start_time,kind
248,0,0,98,Human
249,0,0,30,Human
250,0,0,43,Human
251,0,0,55,Human
252,0,0,78,Human
253,0,0,33,Human
254,0,0,45,Human
255,0,0,62,Human
256,0,0,57,Human
257,0,0,43,Human
258,0,0,47,Human
259,0,0,27,Human
260,0,0,46,Human
261,0,0,45,Human
262,0,0,53,Human
263,0,0,40,Human
264,0,0,57,Human
265,0,0,66,Human
266,0,0,52,Human
267,0,0,55,Human
268,0,0,50,Human
269,0,0,50,Human
270,0,0,37,Human
271,0,0,55,Human
272,0,0,48,Human
273,0,0,84,Human
274,0,0,76,Human
275,0,0,56,Human
276,0,0,37,Human
277,0,0,31,Human
278,0,0,69,Human
279,0,0,54,Human
280,0,0,58,Human
281,0,0,20,Human
282,0,0,65,Human
283,0,0,57,Human
284,0,0,31,Human
285,0,0,42,Human
286,0,0,54,Human
287,0,0,50,Human
288,0,0,45,Human
289,0,0,48,Human
290,0,0,45,Human
291,0,0,52,Human
292,0,0,74,Human
293,0,0,7,Human
294,0,0,46,Human
295,0,0,52,Human
296,0,0,54,Human
297,0,0,43,Human
298,0,0,20,Human
299,0,0,55,Human
300,0,0,78,Human
301,0,0,24,Human
302,0,0,64,Human
303,0,0,44,Human
304,0,0,48,Human
305,0,0,32,Human
306,0,0,44,Human
307,0,0,71,Human
308,0,0,59,Human
309,0,0,78,Human
310,0,0,69,Human
311,0,0,57,Human
312,0,0,79,Human
313,0,0,57,Human
314,0,0,63,Human
315,0,0,45,Human
316,0,0,51,Human
317,0,0,38,Human
318,0,0,66,Human
319,0,0,30,Human
320,0,0,63,Human
321,0,0,46,Human
322,0,0,69,Human
323,0,0,62,Human
324,0,0,80,Human
325,0,0,62,Human
326,0,0,23,Human
327,0,0,48,Human
328,0,0,30,Human
329,0,0,41,Human
330,0,0,75,Human
331,0,0,60,Human
332,0,0,38,Human
333,0,0,33,Human
334,0,0,50,Human
335,0,0,29,Human
336,0,0,38,Human
337,0,0,55,Human
338,0,0,69,Human
339,0,0,60,Human
340,0,0,11,Human
341,0,0,55,Human
342,0,0,51,Human
343,0,0,56,Human
344,0,0,76,Human
345,0,0,15,Human
346,0,0,40,Human
347,0,0,59,Human
348,0,0,23,Human
349,0,0,74,Human
350,0,0,56,Human
351,0,0,64,Human
352,0,0,40,Human
353,0,0,63,Human
354,0,0,67,Human
355,0,0,53,Human
356,0,0,53,Human
357,0,0,54,Human
358,0,0,35,Human
359,0,0,47,Human
360,0,0,47,Human
361,0,0,56,Human
362,0,0,66,Human
363,0,0,32,Human
364,0,0,47,Human
365,0,0,74,Human
366,0,0,37,Human
367,0,0,36,Human
368,0,0,53,Human
369,0,0,64,Human
370,0,0,50,Human
371,0,0,72,Human
372,0,0,64,Human
373,0,0,64,Human
374,0,0,59,Human
375,0,0,88,Human
376,0,0,46,Human
377,0,0,16,Human
378,0,0,76,Human
379,0,0,42,Human
380,0,0,51,Human
381,0,0,71,Human
382,0,0,23,Human
383,0,0,29,Human
384,0,0,23,Human
385,0,0,36,Human
386,0,0,57,Human
387,0,0,58,Human
388,0,0,54,Human
389,0,0,26,Human
390,0,0,11,Human
391,0,0,50,Human
392,0,0,42,Human
393,0,0,57,Human
394,0,0,61,Human
395,0,0,52,Human
396,0,0,62,Human
397,0,0,53,Human
398,0,0,58,Human
399,0,0,38,Human
400,0,0,47,Human
401,0,0,53,Human
402,0,0,63,Human
403,0,0,43,Human
404,0,0,58,Human
405,0,0,45,Human
406,0,0,48,Human
407,0,0,63,Human
408,0,0,16,Human
409,0,0,28,Human
410,0,0,25,Human
411,0,0,11,Human
412,0,0,38,Human
413,0,0,62,Human
414,0,0,45,Human
415,0,0,53,Human
416,0,0,68,Human
417,0,0,72,Human
418,0,0,48,Human
419,0,0,72,Human
420,0,0,51,Human
421,0,0,36,Human
422,0,0,40,Human
423,0,0,25,Human
424,0,0,35,Human
425,0,0,44,Human
426,0,0,63,Human
427,0,0,78,Human
428,0,0,26,Human
429,0,0,56,Human
430,0,0,32,Human
431,0,0,57,Human
432,0,0,47,Human
433,0,0,19,Human
434,0,0,65,Human
435,0,0,39,Human
436,0,0,41,Human
437,0,0,32,Human
438,0,0,39,Human
439,0,0,57,Human
440,0,0,46,Human
441,0,0,55,Human
442,0,0,56,Human
443,0,0,72,Human
444,0,0,44,Human
445,0,0,25,Human
446,0,0,67,Human
447,0,0,44,Human
448,0,0,68,Human
449,0,0,56,Human
450,0,0,47,Human
451,0,0,55,Human
452,0,0,82,Human
453,0,0,84,Human
454,0,0,51,Human
455,0,0,52,Human
456,0,0,67,Human
457,0,0,35,Human
458,0,0,55,Human
459,0,0,49,Human
460,0,0,55,Human
461,0,0,36,Human
462,0,0,23,Human
463,0,0,15,Human
464,0,0,31,Human
465,0,0,42,Human
466,0,0,45,Human
467,0,0,82,Human
468,0,0,68,Human
469,0,0,33,Human
470,0,0,55,Human
471,0,0,43,Human
472,0,0,45,Human
473,0,0,53,Human
474,0,0,60,Human
475,0,0,44,Human
476,0,0,67,Human
477,0,0,30,Human
478,0,0,50,Human
479,0,0,93,Human
480,0,0,53,Human
481,0,0,73,Human
482,0,0,51,Human
483,0,0,59,Human
484,0,0,49,Human
485,0,0,47,Human
486,0,0,37,Human
487,0,0,57,Human
488,0,0,35,Human
489,0,0,61,Human
490,0,0,68,Human
491,0,0,56,Human
492,0,0,45,Human
493,0,0,57,Human
494,0,0,44,Human
495,0,0,65,Human
496,0,0,19,Human
497,0,0,44,Human
498,0,0,16,Human
499,0,0,25,Human
500,0,0,72,Human
501,0,0,64,Human
502,0,0,38,Human
503,0,0,24,Human
504,0,0,0,Human
505,0,0,40,Human
506,0,0,90,Human
507,0,0,57,Human
508,0,0,40,Human
509,0,0,57,Human
510,0,0,23,Human
511,0,0,45,Human
512,0,0,51,Human
513,0,0,48,Human
514,0,0,63,Human
515,0,0,55,Human
516,0,0,61,Human
517,0,0,38,Human
518,0,0,64,Human
519,0,0,77,Human
520,0,0,33,Human
521,0,0,35,Human
522,0,0,72,Human
523,0,0,46,Human
524,0,0,73,Human
525,0,0,42,Human
526,0,0,74,Human
527,0,0,52,Human
528,0,0,54,Human
529,0,0,76,Human
530,0,0,43,Human
531,0,0,34,Human
532,0,0,42,Human
533,0,0,57,Human
534,0,0,23,Human
535,0,0,60,Human
536,0,0,41,Human
537,0,0,69,Human
538,0,0,10,Human
539,0,0,36,Human
540,0,0,21,Human
541,0,0,36,Human
542,0,0,54,Human
543,0,0,47,Human
544,0,0,45,Human
545,0,0,47,Human
546,0,0,53,Human
547,0,0,33,Human
548,0,0,61,Human
549,0,0,61,Human
550,0,0,56,Human
551,0,0,59,Human
552,0,0,54,Human
553,0,0,83,Human
554,0,0,48,Human
555,0,0,44,Human
556,0,0,37,Human
557,0,0,32,Human
558,0,0,29,Human
559,0,0,35,Human
560,0,0,48,Human
561,0,0,55,Human
562,0,0,50,Human
563,0,0,37,Human
564,0,0,65,Human
565,0,0,62,Human
566,0,0,47,Human
567,0,0,39,Human
568,0,0,59,Human
569,0,0,53,Human
570,0,0,25,Human
571,0,0,48,Human
572,0,0,54,Human
573,0,0,35,Human
574,0,0,53,Human
575,0,0,25,Human
576,0,0,72,Human
577,0,0,70,Human
578,0,0,45,Human
579,0,0,56,Human
580,0,0,9,Human
581,0,0,30,Human
582,0,0,45,Human
583,0,0,32,Human
584,0,0,61,Human
585,0,0,83,Human
586,0,0,30,Human
587,0,0,36,Human
588,0,0,53,Human
589,0,0,76,Human
590,0,0,29,Human
591,0,0,54,Human
592,0,0,80,Human
593,0,0,22,Human
594,0,0,28,Human
595,0,0,42,Human
596,0,0,41,Human
597,0,0,63,Human
598,0,0,54,Human
599,0,0,20,Human
600,0,0,58,Human
601,0,0,40,Human
602,0,0,71,Human
603,0,0,39,Human
604,0,0,39,Human
605,0,0,59,Human
606,0,0,62,Human
607,0,0,57,Human
608,0,0,21,Human
609,0,0,58,Human
610,0,0,32,Human
611,0,0,53,Human
612,0,0,26,Human
613,0,0,57,Human
614,0,0,36,Human
615,0,0,28,Human
616,0,0,61,Human
617,0,0,54,Human
618,0,0,39,Human
619,0,0,74,Human
620,0,0,42,Human
621,0,0,50,Human
622,0,0,54,Human
623,0,0,39,Human
624,0,0,57,Human
625,0,0,41,Human
626,0,0,43,Human
627,0,0,72,Human
628,0,0,32,Human
629,0,0,9,Human
630,0,0,76,Human
631,0,0,92,Human
632,0,0,43,Human
633,0,0,17,Human
634,0,0,44,Human
635,0,0,45,Human
636,0,0,46,Human
637,0,0,31,Human
638,0,0,59,Human
639,0,0,58,Human
640,0,0,25,Human
641,0,0,61,Human
642,0,0,84,Human
643,0,0,52,Human
644,0,0,44,Human
645,0,0,47,Human
646,0,0,60,Human
647,0,0,21,Human
648,0,0,52,Human
649,0,0,43,Human
650,0,0,80,Human
651,0,0,47,Human
652,0,0,77,Human
653,0,0,31,Human
654,0,0,59,Human
655,0,0,55,Human
656,0,0,35,Human
657,0,0,52,Human
658,0,0,70,Human
659,0,0,44,Human
660,0,0,21,Human
661,0,0,49,Human
662,0,0,34,Human
663,0,0,44,Human
664,0,0,48,Human
665,0,0,21,Human
666,0,0,23,Human
667,0,0,58,Human
668,0,0,41,Human
669,0,0,7,Human
670,0,0,63,Human
671,0,0,54,Human
672,0,0,38,Human
673,0,0,28,Human
674,0,0,63,Human
675,0,0,55,Human
676,0,0,89,Human
677,0,0,57,Human
678,0,0,56,Human
679,0,0,47,Human
680,0,0,63,Human
681,0,0,60,Human
682,0,0,70,Human
683,0,0,41,Human
684,0,0,42,Human
685,0,0,42,Human
686,0,0,63,Human
687,0,0,74,Human
688,0,0,42,Human
689,0,0,42,Human
690,0,0,55,Human
691,0,0,45,Human
692,0,0,65,Human
693,0,0,12,Human
694,0,0,36,Human
695,0,0,36,Human
696,0,0,11,Human
697,0,0,33,Human
698,0,0,34,Human
699,0,0,46,Human
700,0,0,68,Human
701,0,0,45,Human
702,0,0,32,Human
703,0,0,49,Human
704,0,0,67,Human
705,0,0,33,Human
706,0,0,34,Human
707,0,0,59,Human
708,0,0,46,Human
709,0,0,60,Human
710,0,0,49,Human
711,0,0,61,Human
712,0,0,32,Human
713,0,0,49,Human
714,0,0,46,Human
715,0,0,29,Human
716,0,0,23,Human
717,0,0,61,Human
718,0,0,44,Human
719,0,0,32,Human
720,0,0,48,Human
721,0,0,68,Human
722,0,0,11,Human
723,0,0,25,Human
724,0,0,34,Human
725,0,0,74,Human
726,0,0,54,Human
727,0,0,62,Human
728,0,0,30,Human
729,0,0,31,Human
730,0,0,57,Human
731,0,0,50,Human
732,0,0,59,Human
733,0,0,46,Human
734,0,0,54,Human
735,0,0,52,Human
736,0,0,62,Human
737,0,0,63,Human
738,0,0,23,Human
739,0,0,12,Human
740,0,0,66,Human
741,0,0,69,Human
742,0,0,32,Human
743,0,0,19,Human
744,0,0,51,Human
745,0,0,65,Human
746,0,0,79,Human
747,0,0,58,Human
748,0,0,43,Human
749,0,0,35,Human
750,0,0,50,Human
751,0,0,45,Human
752,0,0,33,Human
753,0,0,84,Human
754,0,0,79,Human
755,0,0,68,Human
756,0,0,34,Human
757,0,0,64,Human
758,0,0,60,Human
759,0,0,57,Human
760,0,0,70,Human
761,0,0,60,Human
762,0,0,62,Human
763,0,0,60,Human
764,0,0,55,Human
765,0,0,20,Human
766,0,0,51,Human
767,0,0,40,Human
768,0,0,28,Human
769,0,0,78,Human
770,0,0,78,Human
771,0,0,72,Human
772,0,0,54,Human
773,0,0,72,Human
774,0,0,50,Human
775,0,0,53,Human
776,0,0,31,Human
777,0,0,56,Human
778,0,0,51,Human
779,0,0,28,Human
780,0,0,49,Human
781,0,0,48,Human
782,0,0,79,Human
783,0,0,64,Human
784,0,0,50,Human
785,0,0,54,Human
786,0,0,50,Human
787,0,0,46,Human
788,0,0,31,Human
789,0,0,47,Human
790,0,0,37,Human
791,0,0,29,Human
792,0,0,58,Human
793,0,0,56,Human
794,0,0,20,Human
795,0,0,47,Human
796,0,0,66,Human
797,0,0,67,Human
798,0,0,67,Human
799,0,0,50,Human
