id,origin,destination,start_time,kind
248,0,0,98,Human
249,0,0,30,Human
250,0,0,43,Human
251,0,0,55,Human
252,0,0,78,Human
253,0,0,33,Human
254,0,0,45,Human
255,0,0,62,Human
256,0,0,57,Human
257,0,0,43,Human
258,0,0,47,Human
259,0,0,27,Human
260,0,0,46,Human
261,0,0,45,Human
262,0,0,53,Human
263,0,0,40,Human
264,0,0,57,Human
265,0,0,66,Human
266,0,0,52,Human
267,0,0,55,Human
268,0,0,50,Human
269,0,0,50,Human
270,0,0,37,Human
271,0,0,55,Human
272,0,0,48,Human
273,0,0,84,Human
274,0,0,76,Human
275,0,0,56,Human
276,0,0,37,Human
277,0,0,31,Human
278,0,0,69,Human
279,0,0,54,Human
280,0,0,58,Human
281,0,0,20,Human
282,0,0,65,Human
283,0,0,57,Human
284,0,0,31,Human
285,0,0,42,Human
286,0,0,54,Human
287,0,0,50,Human
288,0,0,45,Human
289,0,0,48,Human
290,0,0,45,Human
291,0,0,52,Human
292,0,0,74,Human
293,0,0,7,Human
294,0,0,46,Human
295,0,0,52,Human
296,0,0,54,Human
297,0,0,43,Human
298,0,0,20,Human
299,0,0,55,Human
300,0,0,78,Human
301,0,0,24,Human
302,0,0,64,Human
303,0,0,44,Human
304,0,0,48,Human
305,0,0,32,Human
306,0,0,44,Human
307,0,0,71,Human
308,0,0,59,Human
309,0,0,78,Human
310,0,0,69,Human
311,0,0,57,Human
312,0,0,79,Human
313,0,0,57,Human
314,0,0,63,Human
315,0,0,45,Human
316,0,0,51,Human
317,0,0,38,Human
318,0,0,66,Human
319,0,0,30,Human
320,0,0,63,Human
321,0,0,46,Human
322,0,0,69,Human
323,0,0,62,Human
324,0,0,80,Human
325,0,0,62,Human
326,0,0,23,Human
327,0,0,48,Human
328,0,0,30,Human
329,0,0,41,Human
330,0,0,75,Human
331,0,0,60,Human
332,0,0,38,Human
333,0,0,33,Human
334,0,0,50,Human
335,0,0,29,Human
336,0,0,38,Human
337,0,0,55,Human
338,0,0,69,Human
339,0,0,60,Human
340,0,0,11,Human
341,0,0,55,Human
342,0,0,51,Human
343,0,0,56,Human
344,0,0,76,Human
345,0,0,15,Human
346,0,0,40,Human
347,0,0,59,Human
348,0,0,23,Human
349,0,0,74,Human
350,0,0,56,Human
351,0,0,64,Human
352,0,0,40,Human
353,0,0,63,Human
354,0,0,67,Human
355,0,0,53,Human
356,0,0,53,Human
357,0,0,54,Human
358,0,0,35,Human
359,0,0,47,Human
360,0,0,47,Human
361,0,0,56,Human
362,0,0,66,Human
363,0,0,32,Human
364,0,0,47,Human
365,0,0,74,Human
366,0,0,37,Human
367,0,0,36,Human
368,0,0,53,Human
369,0,0,64,Human
370,0,0,50,Human
371,0,0,72,Human
372,0,0,64,Human
373,0,0,64,Human
374,0,0,59,Human
375,0,0,88,Human
376,0,0,46,Human
377,0,0,16,Human
378,0,0,76,Human
379,0,0,42,Human
380,0,0,51,Human
381,0,0,71,Human
382,0,0,23,Human
383,0,0,29,Human
384,0,0,23,Human
385,0,0,36,Human
386,0,0,57,Human
387,0,0,58,Human
388,0,0,54,Human
389,0,0,26,Human
390,0,0,11,Human
391,0,0,50,Human
392,0,0,42,Human
393,0,0,57,Human
394,0,0,61,Human
395,0,0,52,Human
396,0,0,62,Human
397,0,0,53,Human
398,0,0,58,Human
399,0,0,38,Human
400,0,0,47,Human
401,0,0,53,Human
402,0,0,63,Human
403,0,0,43,Human
404,0,0,58,Human
405,0,0,45,Human
406,0,0,48,Human
407,0,0,63,Human
408,0,0,16,Human
409,0,0,28,Human
410,0,0,25,Human
411,0,0,11,Human
412,0,0,38,Human
413,0,0,62,Human
414,0,0,45,Human
415,0,0,53,Human
416,0,0,68,Human
417,0,0,72,Human
418,0,0,48,Human
419,0,0,72,Human
420,0,0,51,Human
421,0,0,36,Human
422,0,0,40,Human
423,0,0,25,Human
424,0,0,35,Human
425,0,0,44,Human
426,0,0,63,Human
427,0,0,78,Human
428,0,0,26,Human
429,0,0,56,Human
430,0,0,32,Human
431,0,0,57,Human
432,0,0,47,Human
433,0,0,19,Human
434,0,0,65,Human
435,0,0,39,Human
436,0,0,41,Human
437,0,0,32,Human
438,0,0,39,Human
439,0,0,57,Human
440,0,0,46,Human
441,0,0,55,Human
442,0,0,56,Human
443,0,0,72,Human
444,0,0,44,Human
445,0,0,25,Human
446,0,0,67,Human
447,0,0,44,Human
448,0,0,68,Human
449,0,0,56,Human
450,0,0,47,Human
451,0,0,55,Human
452,0,0,82,Human
453,0,0,84,Human
454,0,0,51,Human
455,0,0,52,Human
456,0,0,67,Human
457,0,0,35,Human
458,0,0,55,Human
459,0,0,49,Human
460,0,0,55,Human
461,0,0,36,Human
462,0,0,23,Human
463,0,0,15,Human
464,0,0,31,Human
465,0,0,42,Human
466,0,0,45,Human
467,0,0,82,Human
468,0,0,68,Human
469,0,0,33,Human
470,0,0,55,Human
471,0,0,43,Human
472,0,0,45,Human
473,0,0,53,Human
474,0,0,60,Human
475,0,0,44,Human
476,0,0,67,Human
477,0,0,30,Human
478,0,0,50,Human
479,0,0,93,Human
480,0,0,53,Human
481,0,0,73,Human
482,0,0,51,Human
483,0,0,59,Human
484,0,0,49,Human
485,0,0,47,Human
486,0,0,37,Human
487,0,0,57,Human
488,0,0,35,Human
489,0,0,61,Human
490,0,0,68,Human
491,0,0,56,Human
492,0,0,45,Human
493,0,0,57,Human
494,0,0,44,Human
495,0,0,65,Human
496,0,0,19,Human
497,0,0,44,Human
498,0,0,16,Human
499,0,0,25,Human
